"time,rtt,tx rate,indiv loss,loss rate,reliability"
"4.409059,0.009059,98907.16415,0,0,1"
"4.509059,0.009059,98907.16415,0,0,1"
"4.609059,0.009059,98907.16415,0,0,1"
"4.809059,0.009059,98907.16415,1,0,1"
"4.909059,0.009059,98907.16415,0,0,1"
"5.009059,0.009059,98907.16415,0,0.1,0.9"
"5.109059,0.009059,98907.16415,0,0.1,0.9"
"5.209059,0.009059,98907.16415,0,0.1,0.9"
"5.309059,0.009059,98907.16415,0,0.1,0.9"
"5.409059,0.009059,98907.16415,0,0.1,0.9"
"5.609059,0.009059,98907.16415,1,0.1,0.9"
"5.709059,0.009059,98907.16415,0,0.1,0.9"
"5.809059,0.009059,98907.16415,0,0.1,0.9"
"5.909059,0.009059,98907.16415,0,0.1,0.9"
"6.009059,0.009059,98907.16415,0,0.1,0.9"
"6.109059,0.009059,98907.16415,0,0.1,0.9"
"6.209059,0.009059,98907.16415,0,0.1,0.9"
"6.409059,0.009059,98907.16415,1,0.1,0.9"
"6.509059,0.009059,98907.16415,0,0.1,0.9"
"6.609059,0.009059,98907.16415,0,0.1,0.9"
"6.709059,0.009059,98907.16415,0,0.1,0.9"
"6.809059,0.009059,98907.16415,0,0.1,0.9"
"6.909059,0.009059,98907.16415,0,0.1,0.9"
"7.209059,0.009059,98907.16415,2,0.25,0.75"
"7.309059,0.009059,98907.16415,0,0.25,0.75"
"7.509059,0.009059,98907.16415,1,0.25,0.75"
"7.709059,0.009059,98907.16415,1,0.25,0.75"
"7.809059,0.009059,98907.16415,0,0.25,0.75"
"7.909059,0.009059,98907.16415,0,0.25,0.75"
"8.109059,0.009059,98907.16415,1,0.333333333,0.666666667"
"8.209059,0.009059,98907.16415,0,0.333333333,0.666666667"
"8.309059,0.009059,98907.16415,0,0.333333333,0.666666667"
"8.409059,0.009059,98907.16415,0,0.333333333,0.666666667"
"8.509059,0.009059,98907.16415,0,0.333333333,0.666666667"
"8.609059,0.009059,98907.16415,0,0.333333333,0.666666667"
"8.809059,0.009059,98907.16415,1,0.333333333,0.666666667"
"8.909059,0.009059,98907.16415,0,0.333333333,0.666666667"
"9.009059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.109059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.209059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.309059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.409059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.509059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.609059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.709059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.809059,0.009059,98907.16415,0,0.111111111,0.888888889"
"9.909059,0.009059,98907.16415,0,0.111111111,0.888888889"
"10.009059,0.009059,98907.16415,0,0,1"
"10.109059,0.009059,98907.16415,0,0,1"
"10.209059,0.009059,98907.16415,0,0,1"
"10.309059,0.009059,98907.16415,0,0,1"
"10.409059,0.009059,98907.16415,0,0,1"
"10.509059,0.009059,98907.16415,0,0,1"
"10.609059,0.009059,98907.16415,0,0,1"
"10.709059,0.009059,98907.16415,0,0,1"
"10.809059,0.009059,98907.16415,0,0,1"
"10.909059,0.009059,98907.16415,0,0,1"
"11.009059,0.009059,98907.16415,0,0,1"
"11.109059,0.009059,98907.16415,0,0,1"
"11.209059,0.009059,98907.16415,0,0,1"
"11.309059,0.009059,98907.16415,0,0,1"
"11.409059,0.009059,98907.16415,0,0,1"
"11.509059,0.009059,98907.16415,0,0,1"
"11.609059,0.009059,98907.16415,0,0,1"
"11.709059,0.009059,98907.16415,0,0,1"
"11.809059,0.009059,98907.16415,0,0,1"
"11.909059,0.009059,98907.16415,0,0,1"
"12.009059,0.009059,98907.16415,0,0,1"
"12.109059,0.009059,98907.16415,0,0,1"
"12.209059,0.009059,98907.16415,0,0,1"
"12.309059,0.009059,98907.16415,0,0,1"
"12.509059,0.009059,98907.16415,1,0,1"
"12.609059,0.009059,98907.16415,0,0,1"
"12.709059,0.009059,98907.16415,0,0,1"
"12.809059,0.009059,98907.16415,0,0,1"
"12.909059,0.009059,98907.16415,0,0,1"
"13.009059,0.009059,98907.16415,0,0.1,0.9"
"13.109059,0.009059,98907.16415,0,0.1,0.9"
"13.209059,0.009059,98907.16415,0,0.1,0.9"
"13.309059,0.009059,98907.16415,0,0.1,0.9"
"13.409059,0.009059,98907.16415,0,0.1,0.9"
"13.509059,0.009059,98907.16415,0,0.1,0.9"
"13.609059,0.009059,98907.16415,0,0.1,0.9"
"13.709059,0.009059,98907.16415,0,0.1,0.9"
"13.809059,0.009059,98907.16415,0,0.1,0.9"
"13.909059,0.009059,98907.16415,0,0.1,0.9"
"14.009059,0.009059,98907.16415,0,0,1"
"14.109059,0.009059,98907.16415,0,0,1"
"14.209059,0.009059,98907.16415,0,0,1"
"14.309059,0.009059,98907.16415,0,0,1"
"14.409059,0.009059,98907.16415,0,0,1"
"14.509059,0.009059,98907.16415,0,0,1"
"14.609059,0.009059,98907.16415,0,0,1"
"14.709059,0.009059,98907.16415,0,0,1"
"14.809059,0.009059,98907.16415,0,0,1"
"14.909059,0.009059,98907.16415,0,0,1"
"15.009059,0.009059,98907.16415,0,0,1"
"15.109059,0.009059,98907.16415,0,0,1"
"15.209059,0.009059,98907.16415,0,0,1"
"15.409059,0.009059,98907.16415,1,0,1"
"15.509059,0.009059,98907.16415,0,0,1"
"15.609059,0.009059,98907.16415,0,0,1"
"15.709059,0.009059,98907.16415,0,0,1"
"15.809059,0.009059,98907.16415,0,0,1"
"15.909059,0.009059,98907.16415,0,0,1"
"16.009059,0.009059,98907.16415,0,0.1,0.9"
"16.109059,0.009059,98907.16415,0,0.1,0.9"
"16.209059,0.009059,98907.16415,0,0.1,0.9"
"16.309059,0.009059,98907.16415,0,0.1,0.9"
"16.409059,0.009059,98907.16415,0,0.1,0.9"
"16.509059,0.009059,98907.16415,0,0.1,0.9"
"16.609059,0.009059,98907.16415,0,0.1,0.9"
"16.709059,0.009059,98907.16415,0,0.1,0.9"
"16.809059,0.009059,98907.16415,0,0.1,0.9"
"16.909059,0.009059,98907.16415,0,0.1,0.9"
"17.009059,0.009059,98907.16415,0,0,1"
"17.109059,0.009059,98907.16415,0,0,1"
"17.209059,0.009059,98907.16415,0,0,1"
"17.309059,0.009059,98907.16415,0,0,1"
"17.409059,0.009059,98907.16415,0,0,1"
"17.509059,0.009059,98907.16415,0,0,1"
"17.609059,0.009059,98907.16415,0,0,1"
"17.709059,0.009059,98907.16415,0,0,1"
"17.809059,0.009059,98907.16415,0,0,1"
"18.009059,0.009059,98907.16415,1,0.1,0.9"
"18.109059,0.009059,98907.16415,0,0.1,0.9"
"18.209059,0.009059,98907.16415,0,0.1,0.9"
"18.309059,0.009059,98907.16415,0,0.1,0.9"
"18.409059,0.009059,98907.16415,0,0.1,0.9"
"18.509059,0.009059,98907.16415,0,0.1,0.9"
"18.609059,0.009059,98907.16415,0,0.1,0.9"
"18.709059,0.009059,98907.16415,0,0.1,0.9"
"18.809059,0.009059,98907.16415,0,0.1,0.9"
"18.909059,0.009059,98907.16415,0,0.1,0.9"
"19.009059,0.009059,98907.16415,0,0,1"
"19.109059,0.009059,98907.16415,0,0,1"
"19.209059,0.009059,98907.16415,0,0,1"
"19.409059,0.009059,98907.16415,1,0,1"
"19.609059,0.009059,98907.16415,1,0,1"
"19.709059,0.009059,98907.16415,0,0,1"
"19.809059,0.009059,98907.16415,0,0,1"
"19.909059,0.009059,98907.16415,0,0,1"
"20.009059,0.009059,98907.16415,0,0.2,0.8"
"20.109059,0.009059,98907.16415,0,0.2,0.8"
"20.209059,0.009059,98907.16415,0,0.2,0.8"
"20.309059,0.009059,98907.16415,0,0.2,0.8"
"20.409059,0.009059,98907.16415,0,0.2,0.8"
"20.509059,0.009059,98907.16415,0,0.2,0.8"
"20.609059,0.009059,98907.16415,0,0.2,0.8"
"20.709059,0.009059,98907.16415,0,0.2,0.8"
"20.809059,0.009059,98907.16415,0,0.2,0.8"
"20.909059,0.009059,98907.16415,0,0.2,0.8"
"21.009059,0.009059,98907.16415,0,0,1"
"21.109059,0.009059,98907.16415,0,0,1"
"21.209059,0.009059,98907.16415,0,0,1"
"21.309059,0.009059,98907.16415,0,0,1"
"21.409059,0.009059,98907.16415,0,0,1"
"21.509059,0.009059,98907.16415,0,0,1"
"21.609059,0.009059,98907.16415,0,0,1"
"21.709059,0.009059,98907.16415,0,0,1"
"21.809059,0.009059,98907.16415,0,0,1"
"21.909059,0.009059,98907.16415,0,0,1"
"22.009059,0.009059,98907.16415,0,0,1"
"22.209059,0.009059,98907.16415,1,0,1"
"22.509059,0.009059,98907.16415,2,0,1"
"22.609059,0.009059,98907.16415,0,0,1"
"22.709059,0.009059,98907.16415,0,0,1"
"22.809059,0.009059,98907.16415,0,0,1"
"22.909059,0.009059,98907.16415,0,0,1"
"23.009059,0.009059,98907.16415,0,0.3,0.7"
"23.109059,0.009059,98907.16415,0,0.3,0.7"
"23.209059,0.009059,98907.16415,0,0.3,0.7"
"23.309059,0.009059,98907.16415,0,0.3,0.7"
"23.409059,0.009059,98907.16415,0,0.3,0.7"
"23.509059,0.009059,98907.16415,0,0.3,0.7"
"23.609059,0.009059,98907.16415,0,0.3,0.7"
"23.709059,0.009059,98907.16415,0,0.3,0.7"
"23.809059,0.009059,98907.16415,0,0.3,0.7"
"23.909059,0.009059,98907.16415,0,0.3,0.7"
"24.009059,0.009059,98907.16415,0,0,1"
"24.109059,0.009059,98907.16415,0,0,1"
"24.209059,0.009059,98907.16415,0,0,1"
"24.309059,0.009059,98907.16415,0,0,1"
"24.409059,0.009059,98907.16415,0,0,1"
"24.609059,0.009059,98907.16415,1,0,1"
"24.709059,0.009059,98907.16415,0,0,1"
"24.809059,0.009059,98907.16415,0,0,1"
"24.909059,0.009059,98907.16415,0,0,1"
"25.009059,0.009059,98907.16415,0,0.1,0.9"
"25.109059,0.009059,98907.16415,0,0.1,0.9"
"25.209059,0.009059,98907.16415,0,0.1,0.9"
"25.309059,0.009059,98907.16415,0,0.1,0.9"
"25.409059,0.009059,98907.16415,0,0.1,0.9"
"25.509059,0.009059,98907.16415,0,0.1,0.9"
"25.609059,0.009059,98907.16415,0,0.1,0.9"
"25.709059,0.009059,98907.16415,0,0.1,0.9"
"25.809059,0.009059,98907.16415,0,0.1,0.9"
"26.009059,0.009059,98907.16415,1,0.1,0.9"
"26.109059,0.009059,98907.16415,0,0.1,0.9"
"26.309059,0.009059,98907.16415,1,0.1,0.9"
"26.409059,0.009059,98907.16415,0,0.1,0.9"
"26.509059,0.009059,98907.16415,0,0.1,0.9"
"26.609059,0.009059,98907.16415,0,0.1,0.9"
"26.709059,0.009059,98907.16415,0,0.1,0.9"
"26.809059,0.009059,98907.16415,0,0.1,0.9"
"26.909059,0.009059,98907.16415,0,0.1,0.9"
"27.009059,0.009059,98907.16415,0,0.1,0.9"
"27.109059,0.009059,98907.16415,0,0.1,0.9"
"27.209059,0.009059,98907.16415,0,0.1,0.9"
"27.309059,0.009059,98907.16415,0,0.1,0.9"
"27.409059,0.009059,98907.16415,0,0.1,0.9"
"27.509059,0.009059,98907.16415,0,0.1,0.9"
"27.609059,0.009059,98907.16415,0,0.1,0.9"
"27.809059,0.009059,98907.16415,1,0.1,0.9"
"27.909059,0.009059,98907.16415,0,0.1,0.9"
"28.009059,0.009059,98907.16415,0,0.1,0.9"
"28.109059,0.009059,98907.16415,0,0.1,0.9"
"28.209059,0.009059,98907.16415,0,0.1,0.9"
"28.309059,0.009059,98907.16415,0,0.1,0.9"
"28.409059,0.009059,98907.16415,0,0.1,0.9"
"28.509059,0.009059,98907.16415,0,0.1,0.9"
"28.609059,0.009059,98907.16415,0,0.1,0.9"
"28.709059,0.009059,98907.16415,0,0.1,0.9"
"28.809059,0.009059,98907.16415,0,0.1,0.9"
"28.909059,0.009059,98907.16415,0,0.1,0.9"
"29.009059,0.009059,98907.16415,0,0,1"
"29.109059,0.009059,98907.16415,0,0,1"
"29.209059,0.009059,98907.16415,0,0,1"
"29.409059,0.009059,98907.16415,1,0,1"
"29.509059,0.009059,98907.16415,0,0,1"
"29.609059,0.009059,98907.16415,0,0,1"
"29.709059,0.009059,98907.16415,0,0,1"
"29.909059,0.009059,98907.16415,1,0,1"
"30.009059,0.009059,98907.16415,0,0.2,0.8"
"30.109059,0.009059,98907.16415,0,0.2,0.8"
"30.209059,0.009059,98907.16415,0,0.2,0.8"
"30.309059,0.009059,98907.16415,0,0.2,0.8"
"30.409059,0.009059,98907.16415,0,0.2,0.8"
"30.509059,0.009059,98907.16415,0,0.2,0.8"
"30.609059,0.009059,98907.16415,0,0.2,0.8"
"30.709059,0.009059,98907.16415,0,0.2,0.8"
"30.809059,0.009059,98907.16415,0,0.2,0.8"
"30.909059,0.009059,98907.16415,0,0.2,0.8"
"31.009059,0.009059,98907.16415,0,0,1"
"31.109059,0.009059,98907.16415,0,0,1"
"31.209059,0.009059,98907.16415,0,0,1"
"31.309059,0.009059,98907.16415,0,0,1"
"31.409059,0.009059,98907.16415,0,0,1"
"31.509059,0.009059,98907.16415,0,0,1"
"31.609059,0.009059,98907.16415,0,0,1"
"31.709059,0.009059,98907.16415,0,0,1"
"31.909059,0.009059,98907.16415,1,0,1"
"32.009059,0.009059,98907.16415,0,0.1,0.9"
"32.109059,0.009059,98907.16415,0,0.1,0.9"
"32.209059,0.009059,98907.16415,0,0.1,0.9"
"32.309059,0.009059,98907.16415,0,0.1,0.9"
"32.409059,0.009059,98907.16415,0,0.1,0.9"
"32.509059,0.009059,98907.16415,0,0.1,0.9"
"32.609059,0.009059,98907.16415,0,0.1,0.9"
"32.709059,0.009059,98907.16415,0,0.1,0.9"
"32.809059,0.009059,98907.16415,0,0.1,0.9"
"32.909059,0.009059,98907.16415,0,0.1,0.9"
"33.009059,0.009059,98907.16415,0,0,1"
"33.109059,0.009059,98907.16415,0,0,1"
"33.209059,0.009059,98907.16415,0,0,1"
"33.309059,0.009059,98907.16415,0,0,1"
"33.509059,0.009059,98907.16415,1,0,1"
"33.609059,0.009059,98907.16415,0,0,1"
"33.709059,0.009059,98907.16415,0,0,1"
"33.809059,0.009059,98907.16415,0,0,1"
"33.909059,0.009059,98907.16415,0,0,1"
"34.109059,0.009059,98907.16415,1,0.181818182,0.818181818"
"34.209059,0.009059,98907.16415,0,0.181818182,0.818181818"
"34.309059,0.009059,98907.16415,0,0.181818182,0.818181818"
"34.409059,0.009059,98907.16415,0,0.181818182,0.818181818"
"34.509059,0.009059,98907.16415,0,0.181818182,0.818181818"
"34.709059,0.009059,98907.16415,1,0.181818182,0.818181818"
"34.809059,0.009059,98907.16415,0,0.181818182,0.818181818"
"34.909059,0.009059,98907.16415,0,0.181818182,0.818181818"
"35.009059,0.009059,98907.16415,0,0.111111111,0.888888889"
"35.109059,0.009059,98907.16415,0,0.111111111,0.888888889"
"35.209059,0.009059,98907.16415,0,0.111111111,0.888888889"
"35.309059,0.009059,98907.16415,0,0.111111111,0.888888889"
"35.409059,0.009059,98907.16415,0,0.111111111,0.888888889"
"35.609059,0.009059,98907.16415,1,0.111111111,0.888888889"
"35.709059,0.009059,98907.16415,0,0.111111111,0.888888889"
"35.809059,0.009059,98907.16415,0,0.111111111,0.888888889"
"35.909059,0.009059,98907.16415,0,0.111111111,0.888888889"
"36.009059,0.009059,98907.16415,0,0.1,0.9"
"36.109059,0.009059,98907.16415,0,0.1,0.9"
"36.309059,0.009059,98907.16415,1,0.1,0.9"
"36.609059,0.009059,98907.16415,2,0.1,0.9"
"36.709059,0.009059,98907.16415,0,0.1,0.9"
"36.809059,0.009059,98907.16415,0,0.1,0.9"
"36.909059,0.009059,98907.16415,0,0.1,0.9"
"37.009059,0.009059,98907.16415,0,0.3,0.7"
"37.109059,0.009059,98907.16415,0,0.3,0.7"
"37.209059,0.009059,98907.16415,0,0.3,0.7"
"37.309059,0.009059,98907.16415,0,0.3,0.7"
"37.409059,0.009059,98907.16415,0,0.3,0.7"
"37.509059,0.009059,98907.16415,0,0.3,0.7"
"37.609059,0.009059,98907.16415,0,0.3,0.7"
"37.709059,0.009059,98907.16415,0,0.3,0.7"
"37.809059,0.009059,98907.16415,0,0.3,0.7"
"37.909059,0.009059,98907.16415,0,0.3,0.7"
"38.009059,0.009059,98907.16415,0,0,1"
"38.109059,0.009059,98907.16415,0,0,1"
"38.209059,0.009059,98907.16415,0,0,1"
"38.309059,0.009059,98907.16415,0,0,1"
"38.409059,0.009059,98907.16415,0,0,1"
"38.509059,0.009059,98907.16415,0,0,1"
"38.609059,0.009059,98907.16415,0,0,1"
"38.709059,0.009059,98907.16415,0,0,1"
"38.809059,0.009059,98907.16415,0,0,1"
"38.909059,0.009059,98907.16415,0,0,1"
"39.009059,0.009059,98907.16415,0,0,1"
"39.109059,0.009059,98907.16415,0,0,1"
"39.309059,0.009059,98907.16415,1,0,1"
"39.409059,0.009059,98907.16415,0,0,1"
"39.609059,0.009059,98907.16415,1,0,1"
"39.709059,0.009059,98907.16415,0,0,1"
"39.809059,0.009059,98907.16415,0,0,1"
"39.909059,0.009059,98907.16415,0,0,1"
"40.009059,0.009059,98907.16415,0,0.2,0.8"
"40.109059,0.009059,98907.16415,0,0.2,0.8"
"40.209059,0.009059,98907.16415,0,0.2,0.8"
"40.309059,0.009059,98907.16415,0,0.2,0.8"
"40.409059,0.009059,98907.16415,0,0.2,0.8"
"40.509059,0.009059,98907.16415,0,0.2,0.8"
"40.709059,0.009059,98907.16415,1,0.2,0.8"
"40.809059,0.009059,98907.16415,0,0.2,0.8"
"40.909059,0.009059,98907.16415,0,0.2,0.8"
"41.009059,0.009059,98907.16415,0,0.1,0.9"
"41.109059,0.009059,98907.16415,0,0.1,0.9"
"41.209059,0.009059,98907.16415,0,0.1,0.9"
"41.309059,0.009059,98907.16415,0,0.1,0.9"
"41.409059,0.009059,98907.16415,0,0.1,0.9"
"41.609059,0.009059,98907.16415,1,0.1,0.9"
"41.709059,0.009059,98907.16415,0,0.1,0.9"
"41.809059,0.009059,98907.16415,0,0.1,0.9"
"41.909059,0.009059,98907.16415,0,0.1,0.9"
"42.009059,0.009059,98907.16415,0,0.1,0.9"
"42.109059,0.009059,98907.16415,0,0.1,0.9"
"42.209059,0.009059,98907.16415,0,0.1,0.9"
"42.309059,0.009059,98907.16415,0,0.1,0.9"
"42.409059,0.009059,98907.16415,0,0.1,0.9"
"42.509059,0.009059,98907.16415,0,0.1,0.9"
"42.609059,0.009059,98907.16415,0,0.1,0.9"
"42.709059,0.009059,98907.16415,0,0.1,0.9"
"42.809059,0.009059,98907.16415,0,0.1,0.9"
"42.909059,0.009059,98907.16415,0,0.1,0.9"
"43.009059,0.009059,98907.16415,0,0,1"
"43.109059,0.009059,98907.16415,0,0,1"
"43.209059,0.009059,98907.16415,0,0,1"
"43.309059,0.009059,98907.16415,0,0,1"
"43.609059,0.009059,98907.16415,2,0,1"
"43.709059,0.009059,98907.16415,0,0,1"
"43.909059,0.009059,98907.16415,1,0,1"
"44.009059,0.009059,98907.16415,0,0.3,0.7"
"44.109059,0.009059,98907.16415,0,0.3,0.7"
"44.209059,0.009059,98907.16415,0,0.3,0.7"
"44.309059,0.009059,98907.16415,0,0.3,0.7"
"44.409059,0.009059,98907.16415,0,0.3,0.7"
"44.509059,0.009059,98907.16415,0,0.3,0.7"
"44.609059,0.009059,98907.16415,0,0.3,0.7"
"44.709059,0.009059,98907.16415,0,0.3,0.7"
"44.909059,0.009059,98907.16415,1,0.3,0.7"
"45.009059,0.009059,98907.16415,0,0.1,0.9"
"45.109059,0.009059,98907.16415,0,0.1,0.9"
"45.209059,0.009059,98907.16415,0,0.1,0.9"
"45.309059,0.009059,98907.16415,0,0.1,0.9"
"45.409059,0.009059,98907.16415,0,0.1,0.9"
"45.509059,0.009059,98907.16415,0,0.1,0.9"
"45.609059,0.009059,98907.16415,0,0.1,0.9"
"45.709059,0.009059,98907.16415,0,0.1,0.9"
"45.909059,0.009059,98907.16415,1,0.1,0.9"
"46.009059,0.009059,98907.16415,0,0.1,0.9"
"46.109059,0.009059,98907.16415,0,0.1,0.9"
"46.209059,0.009059,98907.16415,0,0.1,0.9"
"46.309059,0.009059,98907.16415,0,0.1,0.9"
"46.409059,0.009059,98907.16415,0,0.1,0.9"
"46.509059,0.009059,98907.16415,0,0.1,0.9"
"46.609059,0.009059,98907.16415,0,0.1,0.9"
"46.709059,0.009059,98907.16415,0,0.1,0.9"
"46.909059,0.009059,98907.16415,1,0.1,0.9"
"47.009059,0.009059,98907.16415,0,0.1,0.9"
"47.109059,0.009059,98907.16415,0,0.1,0.9"
"47.209059,0.009059,98907.16415,0,0.1,0.9"
"47.309059,0.009059,98907.16415,0,0.1,0.9"
"47.409059,0.009059,98907.16415,0,0.1,0.9"
"47.509059,0.009059,98907.16415,0,0.1,0.9"
"47.609059,0.009059,98907.16415,0,0.1,0.9"
"47.709059,0.009059,98907.16415,0,0.1,0.9"
"47.809059,0.009059,98907.16415,0,0.1,0.9"
"47.909059,0.009059,98907.16415,0,0.1,0.9"
"48.009059,0.009059,98907.16415,0,0,1"
"48.109059,0.009059,98907.16415,0,0,1"
"48.209059,0.009059,98907.16415,0,0,1"
"48.309059,0.009059,98907.16415,0,0,1"
"48.409059,0.009059,98907.16415,0,0,1"
"48.509059,0.009059,98907.16415,0,0,1"
"48.609059,0.009059,98907.16415,0,0,1"
"48.709059,0.009059,98907.16415,0,0,1"
"48.809059,0.009059,98907.16415,0,0,1"
"48.909059,0.009059,98907.16415,0,0,1"
"49.009059,0.009059,98907.16415,0,0,1"
"49.109059,0.009059,98907.16415,0,0,1"
"49.209059,0.009059,98907.16415,0,0,1"
"49.309059,0.009059,98907.16415,0,0,1"
"49.409059,0.009059,98907.16415,0,0,1"
"49.609059,0.009059,98907.16415,1,0,1"
"49.709059,0.009059,98907.16415,0,0,1"
"49.809059,0.009059,98907.16415,0,0,1"
"49.909059,0.009059,98907.16415,0,0,1"
"50.009059,0.009059,98907.16415,0,0.1,0.9"
"50.109059,0.009059,98907.16415,0,0.1,0.9"
"50.209059,0.009059,98907.16415,0,0.1,0.9"
"50.309059,0.009059,98907.16415,0,0.1,0.9"
"50.409059,0.009059,98907.16415,0,0.1,0.9"
"50.509059,0.009059,98907.16415,0,0.1,0.9"
"50.609059,0.009059,98907.16415,0,0.1,0.9"
"50.709059,0.009059,98907.16415,0,0.1,0.9"
"50.809059,0.009059,98907.16415,0,0.1,0.9"
"50.909059,0.009059,98907.16415,0,0.1,0.9"
"51.009059,0.009059,98907.16415,0,0,1"
"51.109059,0.009059,98907.16415,0,0,1"
"51.209059,0.009059,98907.16415,0,0,1"
"51.309059,0.009059,98907.16415,0,0,1"
"51.409059,0.009059,98907.16415,0,0,1"
"51.509059,0.009059,98907.16415,0,0,1"
"51.609059,0.009059,98907.16415,0,0,1"
"51.709059,0.009059,98907.16415,0,0,1"
"51.809059,0.009059,98907.16415,0,0,1"
"52.009059,0.009059,98907.16415,1,0.1,0.9"
"52.109059,0.009059,98907.16415,0,0.1,0.9"
"52.209059,0.009059,98907.16415,0,0.1,0.9"
"52.309059,0.009059,98907.16415,0,0.1,0.9"
"52.409059,0.009059,98907.16415,0,0.1,0.9"
"52.509059,0.009059,98907.16415,0,0.1,0.9"
"52.709059,0.009059,98907.16415,1,0.1,0.9"
"52.809059,0.009059,98907.16415,0,0.1,0.9"
"52.909059,0.009059,98907.16415,0,0.1,0.9"
"53.009059,0.009059,98907.16415,0,0.1,0.9"
"53.109059,0.009059,98907.16415,0,0.1,0.9"
"53.209059,0.009059,98907.16415,0,0.1,0.9"
"53.309059,0.009059,98907.16415,0,0.1,0.9"
"53.409059,0.009059,98907.16415,0,0.1,0.9"
"53.509059,0.009059,98907.16415,0,0.1,0.9"
"53.609059,0.009059,98907.16415,0,0.1,0.9"
"53.709059,0.009059,98907.16415,0,0.1,0.9"
"53.809059,0.009059,98907.16415,0,0.1,0.9"
"53.909059,0.009059,98907.16415,0,0.1,0.9"
"54.009059,0.009059,98907.16415,0,0,1"
"54.109059,0.009059,98907.16415,0,0,1"
"54.209059,0.009059,98907.16415,0,0,1"
"54.309059,0.009059,98907.16415,0,0,1"
"54.409059,0.009059,98907.16415,0,0,1"
"54.509059,0.009059,98907.16415,0,0,1"
"54.609059,0.009059,98907.16415,0,0,1"
"54.709059,0.009059,98907.16415,0,0,1"
"54.809059,0.009059,98907.16415,0,0,1"
"54.909059,0.009059,98907.16415,0,0,1"
"55.009059,0.009059,98907.16415,0,0,1"
"55.209059,0.009059,98907.16415,1,0,1"
"55.309059,0.009059,98907.16415,0,0,1"
"55.409059,0.009059,98907.16415,0,0,1"
"55.509059,0.009059,98907.16415,0,0,1"
"55.609059,0.009059,98907.16415,0,0,1"
"55.709059,0.009059,98907.16415,0,0,1"
"55.809059,0.009059,98907.16415,0,0,1"
"55.909059,0.009059,98907.16415,0,0,1"
"56.209059,0.009059,98907.16415,2,0.25,0.75"
"56.309059,0.009059,98907.16415,0,0.25,0.75"
"56.409059,0.009059,98907.16415,0,0.25,0.75"
"56.509059,0.009059,98907.16415,0,0.25,0.75"
"56.609059,0.009059,98907.16415,0,0.25,0.75"
"56.709059,0.009059,98907.16415,0,0.25,0.75"
"56.809059,0.009059,98907.16415,0,0.25,0.75"
"56.909059,0.009059,98907.16415,0,0.25,0.75"
"57.009059,0.009059,98907.16415,0,0,1"
